DT 1,DT 2,DT 3,DT 4
27.70967741935484,15.071428571428571,219.41221374045801,69.83823529411765
27.0,16.0,184.58778625954199,55.61764705882353
27.903225806451612,16.214285714285715,143.4198473282443,44.779411764705884
27.008064516129032,13.333333333333334,107.45038167938931,39.970588235294116
16.887096774193548,4.904761904761905,64.38931297709924,26.573529411764707
10.637096774193548,1.7142857142857142,34.908396946564885,16.63235294117647
5.451612903225806,0.2857142857142857,20.213740458015266,11.044117647058824
3.475806451612903,0.09523809523809523,9.916030534351146,7.323529411764706
1.314516129032258,0.023809523809523808,5.282442748091603,4.75
0.1935483870967742,0.023809523809523808,3.045801526717557,3.5
0.06451612903225806,0.0,1.3435114503816794,2.176470588235294
0.0967741935483871,0.0,1.0763358778625953,2.985294117647059
0.1693548387096774,1.8095238095238095,3.0916030534351147,5.161764705882353
0.008064516129032258,3.0714285714285716,1.6030534351145038,2.514705882352941
0.0,0.0,0.007633587786259542,0.014705882352941176
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
